1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
AFP	26.69776535	27.27746201	25.92926788	26.75786209	27.07979012	26.81555557	26.86997223	26.3543911	24.93934631	26.63117599	25.46220207	26.68525314	27.21623039	24.69391823	26.91342163	24.68303299	25.84916687	25.65359688	26.28906822	25.5982399	25.87886047	24.43007469	26.07775497	25.6925354	25.85728264	26.20705986	27.29447746	26.31601524	27.35883904	27.77893829	26.02396584	25.79506111	26.04120064	25.89034081	27.97623634	25.15151215	25.12864685	23.64614296	24.77479935	25.95715141	25.8839016	27.40535545	27.01094627	26.36853027	26.82590103	25.61194992	26.46759033	26.24903488
TF	25.24154472	25.82427597	24.94650459	25.33507538	26.15504837	25.51126099	26.64526367	26.43731689	25.17386627	26.26810265	25.13484764	26.56399727	26.02776718	23.88483429	21.50440979	24.48499107	24.46799469	25.14693642	24.64091492	23.61728477	25.55552292	23.51002502	25.0230999	24.24430656	24.37438011	23.21291161	25.49920464	24.73101807	26.32469368	26.29473877	25.0237751	23.60840034	24.34000778	23.38416481	25.73094177	24.0921669	24.50984383	23.87492752	24.22545433	23.75603104	23.61705971	24.45638466	25.03980064	24.58594704	25.47026253	24.34888077	24.73913002	24.82405663
HPX	19.09099007	20.13588333	18.73329353	23.09437561	20.46125221	20.15195274	22.74046898	20.6833992	18.97760391	19.59173584	19.39860725	19.25520515	20.07999611	18.49437332	19.98962021	20.30113029	19.4779377	22.39165497	22.52449226	19.51046181	23.15287399	19.66873169	23.39073753	19.99193001	19.87423325	19.45443916	20.44146729	22.34204483	22.98189545	23.77182961	22.98165321	20.28778648	18.71481323	20.36441803	23.15628815	20.41145325	20.52743721	20.17835617	20.70565605	20.84582901	21.13768196	20.34778786	20.25119781	20.17376137	20.13978004	19.67273903	19.39232063	19.29102516
FTH1	21.98700714	21.76921463	20.6060791	22.30638504	22.53943062	23.21830177	21.15276527	20.0144825	18.97886848	22.47921562	19.14501572	21.66457558	22.98280144	19.65811539	24.31699944	20.34381676	22.60111618	22.17014122	23.47221565	21.68187523	22.4170208	19.66636848	23.39034462	24.18646431	22.21655655	22.91075325	21.687397	21.63895988	23.23545074	22.85538292	19.68736839	20.56893158	21.90697861	19.93184853	19.82349396	20.51229095	22.89914322	19.50379181	22.2580204	23.26927948	22.80114365	23.69061852	22.38606071	23.14954376	19.68264961	18.95241165	22.45888901	23.65894508
VTN	21.98151207	23.69093704	22.27469254	20.31498528	23.48726273	22.19189453	22.28827667	22.9762249	19.51465416	22.84149551	18.88648796	21.96895027	23.21434975	20.25717926	22.16472054	19.99129105	20.18386841	20.69754791	21.81671333	20.88479614	22.63885117	20.27801323	22.40512085	21.63741302	18.98840141	19.53499222	22.34546089	22.33434486	22.86495209	22.79425812	21.53824806	20.14133263	20.58694077	22.57237434	23.59843826	20.11641693	22.40447235	20.67544746	19.97102928	23.3780899	20.79005814	20.44576454	22.53081512	22.15044212	23.75154305	22.45105934	23.61795616	21.41209221
CAT	20.40385056	19.50595665	20.98231316	19.36080742	20.92086411	20.02401543	23.15295029	20.39126205	23.26842308	20.30238533	21.18867874	19.33076668	22.42106056	22.73309898	22.8120575	19.58239174	19.21169281	20.22849464	19.47808075	19.72245598	22.99242783	20.51745796	23.05148888	19.5542469	21.74341011	19.79450226	21.01698685	19.67987251	19.21624947	18.55912971	23.17259979	20.31673813	18.66351318	19.40665817	23.0743084	22.68213272	22.55058289	19.69861221	21.15031052	22.96608353	19.87919426	21.20455551	23.2896843	22.85344315	20.77318764	22.89997292	22.75556183	20.68140602
ALDOA	25.7934494	25.54695511	24.79461479	25.14067078	25.69304085	24.4932003	25.94449425	25.28707886	25.68404961	26.95215988	25.31458092	24.89328384	25.26845932	26.43394661	27.70054626	25.91711426	26.36731339	24.54621887	25.96723557	24.69763374	25.49567223	24.82779121	25.04493523	25.92286301	25.00812721	26.12151146	24.43485451	25.1577301	23.8866024	25.27682304	24.83460617	24.64438438	25.85455132	25.08025932	25.71907997	25.79049492	27.2614994	25.54445267	26.11424065	25.19219589	25.96300697	25.7894001	25.52915955	26.00581741	24.46724892	23.98589706	27.08101082	25.44679451
CSTB	23.7957058	20.84681892	23.42560005	23.64383507	23.50748634	23.02604103	23.54415703	23.25135994	20.61845398	23.51316071	23.35528183	22.82475662	24.43402672	24.76025009	24.49185562	24.00940895	24.48529816	23.61548996	23.58646202	23.64746284	23.88929749	18.95601273	23.91012955	23.24511909	23.28489113	23.22868729	23.34299469	23.70133972	23.19699097	24.05374336	23.55484962	23.4921608	22.4873848	20.49090195	19.93120575	20.76810455	22.86663246	23.03091431	22.73200226	23.97438812	23.17444611	23.83682251	23.90527153	23.50724411	19.99552345	20.1148262	23.65326881	23.7202549
ANXA1	21.6065712	23.82784081	20.81546021	22.79843712	21.26252937	21.76733017	23.43860245	24.39060593	21.76753235	23.61795616	20.36548996	19.24030304	23.90260696	22.44179535	24.72645187	19.22536469	21.43644333	19.67554092	21.28206635	20.64331818	21.05337906	21.92346764	19.88175392	22.60754204	19.47814941	19.01288033	19.16641235	19.94362259	20.06532288	19.88656807	19.29193878	20.56569672	18.97613525	22.74546242	23.15353775	20.34071541	21.02127075	19.51651192	19.13401222	24.55736542	20.51324844	21.18186378	24.85295677	24.46985817	22.02238846	20.59433556	24.55109978	19.64345741
APOB	20.17100334	25.2629509	21.04551697	26.24715233	19.64386559	19.29452896	23.77132607	19.15935898	19.99879074	19.48661995	19.58083153	20.63671303	19.20923233	19.0676918	20.48338699	20.16480255	21.25338745	20.54145813	20.45866203	19.78375816	25.06681633	20.15815926	20.47273445	19.07812691	19.54896927	20.5858078	19.30482292	20.60435867	19.81800652	24.35810089	19.46253967	20.03745461	19.78034401	20.35592079	25.63270187	18.85897064	20.81321144	19.3325367	19.83046341	26.25652313	19.98641014	25.8313961	27.17930603	25.39064026	25.41754341	19.75804138	26.26597595	19.49297714
THY1	20.96792984	20.42761993	20.46697235	20.38805962	20.4136467	20.30101204	20.99895477	20.29776955	19.51179695	23.43377113	20.6767025	20.87904739	23.18555832	20.30299759	24.78146744	22.24312973	23.25328064	19.74137306	19.61685753	20.43491936	20.20532799	20.17848587	19.88288307	19.57784843	20.98946953	21.84157181	20.68938255	21.71129036	22.34237099	20.14162064	20.55541229	22.15696716	23.26984978	19.53592873	20.41501808	20.51813316	22.40280724	22.60132027	23.56767082	21.31447411	19.81147766	20.80321312	20.73516273	20.69126701	20.82561874	20.41773033	22.88678741	23.40171432
A1BG	22.33791542	23.21014786	22.52288818	22.60347366	22.30627441	22.78763771	23.20857048	22.47867203	19.65728569	21.92440987	21.38911057	22.23526192	22.09757614	19.69133377	21.66131783	20.0122776	19.13861275	21.28974152	20.61382866	19.96047401	18.54720497	20.47405815	21.95950127	21.46503258	19.10979462	18.62769508	22.23139954	21.79459572	19.42564392	21.97095299	20.2253418	19.38674927	20.59871864	19.73079109	22.5228653	20.48692131	20.34856033	19.81997681	21.32756424	21.33060265	21.03086853	20.47562981	22.61472511	19.8783741	20.25263977	20.12060738	20.11746216	20.29854012
TUBB4A	23.91003799	23.41763878	22.97956085	24.39014816	24.68104935	25.55153847	23.80025482	18.95331764	19.88183212	26.11294937	23.71418762	25.52939796	25.73469162	21.61827087	26.69537926	24.49740982	25.83369064	25.33326721	24.50124168	25.43485451	24.1882782	24.02495956	23.85462189	25.97720718	25.56005096	26.33224297	25.0903492	25.00144196	24.64152145	23.91305542	19.58178139	24.16154099	25.30127907	25.37069321	19.61151505	19.60581207	25.00782776	24.34007645	26.62978745	23.83171082	24.64927292	23.05001068	23.22880363	24.13703918	19.60107422	21.61856079	25.48674011	25.37105942
GAPDH	28.11137772	28.31639481	28.61150551	27.06537819	27.63961792	27.10908699	27.89492798	28.01153374	28.00313759	27.98234177	27.88605499	27.67714119	28.0498867	28.79909515	27.99851799	28.35946846	28.62079811	27.18338203	27.44829369	27.62978745	27.6915226	27.67700768	27.98966789	27.74143219	27.63913536	27.82341385	27.93472099	27.71030235	27.90052414	28.53730774	28.59288406	28.08618355	28.1656189	27.88075256	28.08795547	28.24852943	27.41538429	27.49967575	27.79364777	27.78281784	27.56230927	27.66417694	27.3882103	27.62770081	28.51461411	28.38895035	28.13437843	27.92914391
HSPB1	26.58749199	26.68123627	26.46956253	25.32240868	25.13930511	24.0260582	26.69418335	26.27066994	26.73376083	24.62694931	25.43993378	23.49179459	23.58932304	25.56165314	24.08877373	23.41519165	24.47438431	24.35863876	25.60096359	24.96626854	26.07052612	25.64562225	25.32865334	24.99477005	23.3658638	20.71025085	24.44240379	24.65758324	22.96123314	26.64072227	26.45949936	23.73314095	22.15523911	24.64284325	27.41804123	26.24145508	24.94815445	23.24969673	23.34190941	25.18362808	24.95881081	26.26006317	26.07528877	25.62050438	26.35095596	26.35967827	24.59246254	22.55957222
RPN1	23.14758873	22.96863365	23.92451859	22.8830452	23.25436211	24.32092857	23.63045311	23.85338593	23.6300087	22.35194397	23.50978279	23.1111908	22.71523476	22.25600433	22.65593529	22.20612907	21.60630035	23.38850594	23.74909019	23.35137749	23.56208992	23.66492271	23.23616791	22.90961838	23.93255997	23.32030869	22.81184196	22.10223007	23.32058525	22.97139168	23.43262482	23.07072639	22.6070919	23.29740143	22.52432442	22.31085777	23.44682693	23.20269585	22.89570808	23.60964012	23.12144089	22.87488937	24.04834938	23.7654705	22.75476837	23.75745583	22.78320694	19.45340157
GNAI2	22.91184998	19.29397583	22.15137291	23.6496563	22.88615608	22.67113495	23.16303253	22.44490814	22.79397964	22.72348595	22.61965942	22.67570877	23.72816658	22.92750549	23.0735569	23.6284523	24.40151978	22.69996452	22.61714935	23.09969711	22.96990013	20.48293686	20.72638702	22.9802227	22.35428619	23.91843414	19.2695179	22.88345528	22.81385994	22.49184418	20.17849541	22.22908211	23.31409836	22.09232712	22.63171959	20.52087212	20.55405998	22.73017883	23.40807915	19.43594551	23.08819199	19.77667809	22.41784477	22.61849403	20.2563591	20.4271946	23.95943069	20.50774574
HIST1H2AB	33.3818779	34.16862869	34.05472183	32.95582581	32.50035477	33.37903976	32.47481918	33.89942551	34.28209305	31.25332832	33.57542419	33.12045288	33.5310173	34.51958084	30.58360672	33.96696854	33.64924622	32.31718826	32.62559891	32.99580765	33.22446442	33.9263649	34.11721802	31.2419548	32.73222733	30.32173729	32.897892	31.99876785	33.97031784	33.87646484	34.496315	33.6555481	31.52178192	33.92034149	34.04131699	34.61116028	30.87078094	32.82587433	31.63010025	31.63737297	32.43231201	33.44529724	32.83562088	32.81943512	35.04579926	34.64570618	31.21523476	32.98942566
ATP1A1	23.33905792	23.10042	22.09193993	23.10876846	24.54580688	24.51056671	23.77082253	23.64405441	22.97437096	25.61941338	23.1740799	24.53747749	24.81068611	20.11083031	25.1102829	22.27761841	23.81645966	22.6224556	22.75013351	22.58859062	19.8587532	21.06808853	20.62932014	24.58897972	23.92379379	22.48020172	22.71975327	24.12486649	23.50057411	22.75721169	19.87833023	22.83252144	24.25111389	23.64295387	23.3278656	20.83182716	25.14561653	24.06677437	24.56796074	23.1172924	23.44884491	22.34266853	24.36546326	24.58623314	22.63282967	21.08122063	25.52184105	23.19894028
ATP1B1	20.30249786	21.75548172	19.57753563	19.86508179	25.19655609	24.02690315	21.18487167	20.37036133	19.10850525	27.36761284	22.44088364	23.36773109	22.87404633	19.55127525	26.23958015	22.10303116	22.95187569	19.51859665	20.12576675	22.99667549	19.05858994	19.89075851	23.74118805	23.57715416	24.32175446	24.856287	19.24482918	24.17401886	19.45489502	21.0429287	19.77186203	24.26083565	24.78266716	23.72254944	22.22661591	20.62875748	25.89180183	24.81553078	25.48950005	20.48406601	23.55859184	19.68483925	22.82764626	23.0872364	19.30171204	20.73738289	26.43977547	22.71152115
ALDH2	21.24843025	21.64991951	20.94206238	20.17677879	21.27593994	20.4109726	21.19135284	20.17876625	22.77261543	21.27980042	21.54924393	22.40535545	21.85946465	19.83573151	23.81655693	20.93833351	21.28945923	22.26688004	21.3794117	20.68654251	20.4403019	20.74077606	21.95822716	20.10520744	20.1701107	20.82236481	20.36484909	19.09397888	20.93617821	19.8286705	21.2701931	22.65396881	19.85232925	22.19102097	20.5161953	20.9553299	22.21469116	20.79214478	21.58756065	22.22740936	20.95631409	19.31626701	21.80750656	21.42521667	22.64877892	22.23479462	22.05079269	22.64524269
SLC25A5	19.69861603	21.90877533	21.33946419	20.37503624	20.61966324	20.55912399	19.46127892	21.99700356	20.49303818	21.61867332	21.61220741	19.47715187	20.21984673	20.66178894	22.42636871	19.70383835	18.61118889	19.6822319	20.27911758	19.81947136	21.70100212	21.96465683	21.77092361	20.25268173	19.9503727	18.81554985	19.77750015	20.68646622	19.89908981	19.76450729	22.17474937	20.61566162	21.88546753	22.41126442	19.44244766	22.93320847	22.6436367	21.6952343	21.92361259	21.7141037	22.52458763	22.201828	19.24495125	20.54689217	21.99948311	22.76421547	21.34869766	21.07791138
EIF2S1	22.29938698	22.34323883	22.17264557	21.93293762	21.89537621	21.84464073	21.83992004	22.88007545	22.65748405	21.99634743	19.24886894	22.04989433	18.83371735	19.32999039	21.93466759	18.78041649	21.94628143	22.31553459	22.28042412	22.16769409	22.14889145	22.44942284	21.86472511	19.35880089	21.26556396	21.90117073	19.25249863	21.47258759	22.20012283	22.07929802	22.36754417	19.0372963	21.95815659	20.93881416	19.73724747	20.14183426	20.64300728	21.35119438	19.33542633	19.92066383	20.25791931	20.21296501	21.90315819	22.20170784	22.17976952	22.44642258	22.04573631	20.03718567
RPLP1	20.66966629	20.22963142	19.59776688	18.74238014	19.34810638	23.50845337	23.88362312	24.53919411	24.78740883	20.80774498	20.00628471	19.8949604	23.71502495	23.72858238	19.91119003	20.30670357	19.61314011	19.96365356	20.33428383	18.74822235	19.23765755	23.99774361	24.69582939	19.45670891	19.21346855	20.46545219	19.82806969	19.8767662	20.45267296	24.37716293	24.54639626	19.87503052	19.86426926	20.18808174	24.93125343	20.38015556	20.75157928	20.44754601	20.59321022	21.29194641	20.03715897	20.02521324	19.71818352	20.45108223	25.49625206	25.24270821	20.34646034	19.09692955
RPLP2	22.66518402	23.19171524	23.11499214	22.65127754	22.59477615	22.7446003	22.51280022	23.23388672	22.6899147	21.91418839	22.97349548	22.28449631	19.51553535	22.67206383	22.36597061	22.95246124	22.67275429	22.54766655	22.91307449	21.89344406	22.95430946	22.86768913	19.84002113	19.5931015	19.62172699	22.4168663	23.01667023	19.63404846	23.7426281	23.26456261	23.63123131	23.29712105	20.37571716	24.36519623	23.09849358	23.69996452	23.07301712	23.16269302	23.02912903	20.71092606	21.11343384	23.41622162	22.93081093	22.80791855	23.73086357	23.85043144	22.64739609	22.98288918
RPLP0	23.07434082	23.84239769	24.65348816	24.72614098	24.62700653	25.28482056	24.40555	24.51346207	24.80656242	24.01979446	24.42181778	24.77318954	24.26413345	23.76040268	23.64019775	23.78944969	23.57680893	24.11584854	24.64850426	24.85581017	24.27334023	24.89082909	25.07532883	24.64471436	24.40197563	23.28587914	23.91168594	23.34651566	24.6323967	23.40561485	24.72359085	23.87239265	23.90380096	24.69471359	23.62042046	23.82055473	24.19031334	19.94902802	24.38600731	24.04901505	23.67098427	24.44322586	25.54465866	25.23925209	24.99938011	24.71915817	24.47673416	20.80414009
FABP3	21.42905235	19.62567902	20.29513741	20.23526382	23.12845802	21.65665436	21.49389648	21.26464844	20.48118782	25.153368	21.87402725	24.77339172	23.22473335	20.21247292	23.77756119	22.23151588	21.92907715	23.92261505	21.18265152	22.98167038	22.45045662	19.55253792	20.78620338	23.58325195	22.46465874	22.00819588	22.1040554	23.35756493	19.44628143	20.42123985	19.29660416	23.16669846	24.43319893	21.19973373	19.47964668	19.90639305	23.30089569	22.87336922	25.08070564	20.5614624	19.54432487	20.99900818	22.11797333	22.67381287	19.8069706	19.34899712	25.22652054	20.50494194
SSB	21.75650024	22.25525475	22.59757614	19.45242691	22.46465874	20.75629234	23.02072716	20.34086227	22.53940773	21.92788506	22.39837837	19.50294876	22.54940796	22.3996563	19.33122063	23.00604057	22.4986515	22.10341644	19.08851051	23.06951523	22.23312759	20.22021675	19.71152496	20.26390076	21.8961525	20.21615982	20.06681633	20.30531693	21.97659302	20.48200417	19.54448891	21.59545898	19.77523804	22.48000526	20.97577477	19.33668327	20.41113472	20.78575325	20.56474686	20.69439697	21.41716003	19.53837013	22.50915527	19.48305511	20.00913239	22.03888893	21.89289474	22.52585411
GSN	20.51377678	21.87357712	19.7329464	25.11866379	26.1841011	22.07750702	22.23963737	21.73127747	21.66916847	24.05109024	22.00782013	20.31042099	22.77338028	19.99410439	24.12668037	19.47771072	21.16324615	24.87726974	26.20514107	21.57607079	22.04129601	20.98405457	21.69952011	24.44094849	21.62961006	21.83310127	25.02216721	25.34536552	21.85555458	22.69968987	20.72334099	20.0739994	21.43185997	22.38271332	22.24315834	20.15047455	22.09177971	20.57437134	20.08669281	24.93979454	24.91259956	21.02002907	25.95637512	26.07881355	20.54118919	20.12038994	24.88529968	19.59906197
PTMA	27.06579018	27.61435318	27.69331932	24.77660751	20.65539742	24.89869118	26.02462196	26.92965126	27.02939034	19.73908615	26.48634148	20.09817314	27.28911972	27.89353943	25.08500862	26.04495621	27.35984421	26.46372986	26.72168922	26.60102081	26.83388329	28.19704247	26.68458557	25.07435036	27.00120544	19.84877396	25.68493271	25.07471657	25.05428314	27.09818268	27.6990242	26.59534073	20.04359627	28.5042305	28.09249878	29.57758713	26.68324661	28.49274254	26.26524353	28.01366425	27.58663368	28.39415169	25.38307571	24.55397224	27.01190567	28.027071	20.34513474	25.79253197
ATP5B	26.68659019	26.72780228	26.74393845	26.92104912	26.55397224	27.27310944	26.34204483	26.78281784	26.50991821	27.57231903	26.82444572	26.41594887	26.46123314	25.61616325	27.41723633	25.76655769	25.82245255	26.87197113	27.25115013	26.53918076	26.44210243	26.47013855	26.53485298	27.57787514	26.42462349	26.4253273	27.50839233	27.27879143	27.39198303	26.97125626	26.68378258	26.7988472	27.20806503	27.12790108	25.68904495	25.91693306	27.47421265	25.84376335	26.66397285	27.22949409	26.59917641	25.94717407	27.44411087	27.62163734	27.08162117	26.97618103	28.11232376	27.21881866
ENO1	27.3740139	27.62909126	27.51705742	27.40624809	27.85863495	26.33626747	27.73085022	27.36561203	27.66972923	27.08638573	27.42574501	26.71017075	27.42798233	28.52950859	27.70285988	27.87226295	28.14287376	27.36168671	28.13467216	27.16720009	27.75627327	27.71679306	27.69968605	27.37185669	26.99625778	27.03726768	27.78544044	27.71633339	26.72429466	27.97273445	27.65533257	27.44813538	27.22875977	27.61862946	27.98576546	28.26767349	27.90787506	27.80396652	27.77020454	28.42934036	28.32954216	28.15875053	28.03286171	27.55127525	27.69265366	27.31579018	27.52215576	27.0102005
GPI	23.52312851	23.42265129	23.69572449	24.17630386	24.22986031	24.55654716	24.49655724	24.84799767	24.89933586	24.47333145	24.20836258	25.74693871	22.71238327	22.76032257	22.992239	23.30159378	22.62312508	23.65403366	24.66036034	24.43096733	23.1516037	23.39479828	24.12872696	24.36098289	24.74606705	24.50966263	23.85414696	25.07859039	23.79143906	22.60912132	23.21586037	23.71826935	25.27604294	23.05160522	22.76164055	22.69408798	24.0743084	23.79976082	24.16675949	22.95854568	23.01159477	22.73343086	24.09506798	24.66719818	24.15421867	23.92922211	24.53480911	24.89416313
NPM1	23.6028614	23.98945236	24.64438438	22.99040413	24.24045372	25.08525276	25.31734467	25.22479248	25.93528366	23.00411987	25.13049507	25.18876839	23.40924644	23.23491096	21.95347404	23.50263786	21.92582321	24.01784325	23.74005699	23.92442703	24.04992867	23.96499252	24.2882061	23.18770409	23.71166801	22.31517601	23.66828156	23.96261024	25.1510849	22.90538216	25.4650383	24.42918015	23.29557991	24.14980698	23.38139343	23.52599716	23.70746231	25.07655334	21.82892609	22.97144318	23.82590103	23.6129055	24.53052902	24.33810616	25.05841827	24.92265892	23.48995781	24.09884644
TPM3	25.7978344	25.38192177	25.53587723	25.86884308	26.08731842	25.62262726	25.84139061	25.56380844	25.08265686	25.93941498	25.67502975	25.75177383	26.137743	25.44234085	26.7624321	26.02810478	26.64595222	25.85723495	25.43083954	25.30295372	26.02476883	25.01030731	26.06451607	25.60930252	26.00508881	26.40725327	26.15458488	25.62396812	25.41654396	25.84902382	25.56194496	25.39191818	26.29284477	25.13430023	25.35857201	24.6205883	25.35779953	24.79268074	25.69869423	26.94491959	25.85169601	25.71392441	26.20187378	26.16259766	25.53168869	25.31465149	26.22237968	25.71358299
DBI	19.92976189	25.27781677	19.76209259	20.88298607	24.98988533	18.88899994	21.15788841	23.76789665	19.48843193	26.14730453	24.9982605	23.40067291	22.9671402	26.0254879	24.71973228	24.66438103	20.8075676	23.84804535	23.31437492	24.76030159	24.28460884	23.0719223	23.39466858	24.0952282	23.57577133	23.87126541	20.29269981	24.47302055	22.68196106	20.22785378	24.95300293	23.38033676	24.09908676	20.45118904	20.63292122	20.24732018	24.06505013	23.8601284	24.13014221	20.95834541	20.59602165	24.54786682	23.75419617	20.24678421	20.19255066	20.86730385	23.60172844	23.85462189
LDHB	26.0317688	26.43244934	26.54777908	24.82919693	26.01556969	24.77931404	25.84978867	26.65047836	26.39096832	26.29990005	25.97858429	25.49167252	26.04531097	27.0484314	26.62811852	26.77429581	26.45123672	24.80695534	25.56880188	26.01465416	26.51582527	26.30072021	26.46584892	25.64061165	26.19125557	26.05262566	24.74334717	25.53537369	25.31143188	25.89730644	26.37684822	25.99828148	26.03749847	25.4526825	26.17020226	26.47906494	25.98052406	25.62148285	25.46522522	25.73693848	25.33708382	26.37873459	25.12012863	25.73324394	26.01456833	26.33469963	26.56796074	25.71915817
NEFL	21.21299934	19.98384476	18.98400879	24.50197029	27.19788742	20.41856956	20.91667366	22.09690094	20.61405945	27.76065636	24.03086472	23.1338768	21.0253315	20.44617081	27.89400101	19.25279236	22.43827248	22.32816696	23.29977798	22.09345627	21.85756874	18.6682415	22.3151207	26.81628799	24.21282196	25.34475708	23.59400177	25.50512505	20.88427544	20.12789536	20.24136925	22.47027969	24.99920654	21.70244026	22.11845016	20.42994499	26.92648697	24.25573158	24.68479919	22.73301697	25.0192852	23.40730286	23.24963951	23.4596405	20.37825203	19.42432022	26.79091644	23.87726974
NEFM	22.72039986	22.57674026	20.06126404	23.83865166	25.73851204	21.28115654	19.86585999	21.81663513	20.39967155	26.92138863	21.44394684	22.91823387	23.09282684	24.4328804	27.84068108	22.82572746	23.42828751	23.62176132	23.88446045	23.31118965	22.51323318	21.78090096	24.60337067	26.83243561	24.44915962	25.04797554	24.10413551	24.4470787	23.37265396	23.38508606	22.16373825	21.26527786	24.96987343	19.57858086	23.97989273	20.83954239	25.58402634	24.64383507	26.08622551	23.41170502	25.23242378	23.12842751	22.00805855	22.7495594	20.47187614	24.21341515	25.63972855	22.18310547
GPX1	22.48522377	21.97543716	21.77301788	21.66994667	21.93765068	22.20108032	22.41627312	21.92882538	22.05844307	21.9823494	21.78196716	21.6842308	21.47164536	19.90180397	19.89168167	19.91027451	19.70692444	20.64791107	20.80528641	22.04716873	21.99886322	21.56657982	20.55497551	19.98371124	21.4974575	20.70450783	19.37418938	20.5766716	22.41962051	22.35452843	21.90851784	21.82915688	19.70483589	18.40599251	19.00598526	20.84030533	20.20138168	19.66974258	18.98278046	20.77289581	21.23689079	20.05653572	20.20569992	20.18331337	20.58855057	20.57343674	19.66605377	20.61994171
P4HB	21.65831184	21.91947174	21.8841629	22.56150818	21.75523567	19.6493988	21.55735397	21.8536911	22.17188263	21.28110313	21.40779495	21.81088257	20.99154663	21.02607536	22.03828621	20.73148537	20.98808289	22.38598061	22.18277168	20.46598244	21.97032166	21.49940681	21.64015388	22.11775208	21.83926773	21.46667671	21.92455482	21.45246887	21.50557327	21.16429138	21.63922501	21.85239601	20.83483887	19.83315277	23.37384796	20.22769928	22.04069519	19.67049789	20.68465233	22.15316772	23.63256264	20.03020287	22.6338501	22.37262726	22.13921165	21.61481667	22.11483192	22.50789642
H1F0	25.42265129	25.78066635	25.4051609	26.9866333	25.98908424	27.37575531	27.35816956	27.73033142	26.36068153	23.14598846	28.40543747	25.60636902	28.31129265	28.58913803	24.8754425	27.93764305	26.68257713	26.24568558	26.82238007	27.44229317	26.74445152	28.07836723	26.03546524	23.91734314	26.23686409	24.95006943	26.35055161	24.85533524	27.88279533	25.61405754	27.72084045	26.43782425	24.68645668	24.32024002	25.94427109	24.51779366	23.57484818	25.4593277	23.00759697	23.05395889	24.76222992	24.76420593	24.42547226	26.16378784	26.15701675	26.94826508	23.34095955	25.28834534
ACYP1	23.08700943	23.89984322	23.88613701	20.20213318	23.90893936	20.3588028	23.05427361	22.54302406	23.55074692	23.28757095	22.32281303	22.20931625	22.61910057	23.26813698	19.00127411	23.03570366	23.48431396	20.10979462	23.1479454	23.46401024	22.61196136	23.02059174	23.81284142	23.12164688	23.29782104	23.56975746	22.7499485	23.80715179	23.44543839	20.28112221	23.98076439	22.50569344	24.21874619	24.4314785	23.77072144	25.07308388	23.90260696	21.22276306	24.66617012	23.20266533	23.36799622	24.12415695	19.31478119	22.95436287	23.25839424	22.65002823	20.75815773	23.97289848
CTSD	23.62343788	22.56397629	22.61927795	23.04336739	23.70081139	24.15853882	23.42521667	23.33333588	23.42930794	23.52814674	23.92650986	20.41084862	23.29445839	22.58900261	22.86200333	23.13772774	23.16789246	23.9271431	23.96851158	23.03987503	23.1979351	23.64998436	23.30785942	24.56964302	23.10642242	22.97554207	22.58543205	20.31624222	23.99204826	21.6152401	22.64831734	22.85631371	23.28616142	23.60240936	20.19743538	19.29818344	23.78356743	20.09586334	23.87960815	18.77425194	23.96004868	21.63194847	22.4962635	24.10157394	23.70155144	23.20365143	23.92188835	24.11735535
ANXA2	23.82599831	23.67486763	23.74190903	24.31181335	23.57773209	23.42943573	24.26234245	23.8707943	24.28961372	24.91291809	23.17873573	21.66453171	24.62578011	23.87088966	26.06765747	22.73297501	23.41660881	21.98724937	23.88278389	21.68551445	21.74984741	22.53687286	22.9214344	23.84134102	21.54637337	19.80005074	22.08773804	22.01920128	18.74635696	22.66849899	23.38020515	20.67020607	21.2209301	23.83508873	25.20370293	24.7634964	23.09352112	21.27554512	20.4412365	25.33779907	19.18710518	24.63704872	25.11314774	24.97701073	22.8889637	23.03531837	25.3858757	22.30053329
CAPN1	22.71759987	23.39100075	22.70847321	19.66295815	21.86499023	22.64693451	22.74490929	22.02583885	21.5006218	22.85631371	20.23454475	21.06348801	21.80711365	21.96645355	23.23217583	18.90493584	21.05847549	21.64182281	20.31023216	22.45249367	21.90455437	23.22158051	22.96742058	23.18298531	21.86056328	22.98375893	22.04633522	20.13500214	20.26773834	21.22104836	21.82018471	20.77124786	19.52116394	19.62833023	19.72827721	22.566185	21.97873116	20.54415703	21.07541847	21.98572159	20.68755722	21.30291367	20.86410904	20.68873978	19.85454369	23.05064201	21.60027695	21.04006004
TUBB	28.82908058	28.61862946	28.9186058	28.36798859	28.02923203	28.9522438	28.6384449	28.43964005	27.70892334	27.85412407	28.0512352	28.63412285	28.7299099	27.861063	28.72738075	28.18824959	28.75499916	28.97568893	28.44347954	29.11197472	28.6044178	28.72299194	28.46037483	28.6999855	28.88843918	29.68760681	28.54789734	27.99744225	27.75862503	28.12863731	27.3287735	27.41755867	27.73363304	28.06373405	28.28268433	26.63353348	27.73246765	28.85670853	29.14316559	28.3781147	28.14068031	27.84481621	27.49632835	27.35497856	27.58548927	27.14967155	27.57931519	27.80722618
